date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent
08/25/2017,"Wake Forest @ Greensboro, N.C.",0-3,3.0,0,24.0,20.0,81.0,0.049,23.0,2.0,10.0,39.0,8.0,0.0,6.0,4.0,29.0,3.0,Wake Forest
08/26/2017,"UMass Lowell @ Greensboro, N.C.",1-3,4.0,0,37.0,30.0,139.0,0.05,36.0,7.0,7.0,49.0,3.0,3.0,4.0,5.0,49.0,1.0,UMass Lowell
08/26/2017,@ UNC Greensboro,0-3,3.0,0,28.0,14.0,104.0,0.135,27.0,1.0,12.0,51.0,5.0,1.0,6.0,0.0,33.0,2.0,UNC Greensboro
09/01/2017,Evansville,2-3,5.0,0,58.0,28.0,176.0,0.17,54.0,5.0,13.0,59.0,14.0,3.0,10.0,0.0,71.0,0.0,Evansville
09/01/2017,@ Southeast Mo. St.,0-3,3.0,0,32.0,21.0,101.0,0.109,32.0,7.0,10.0,33.0,8.0,1.0,6.0,1.0,43.0,0.0,Southeast Mo. St.
09/02/2017,Ark.-Pine Bluff,3-1,4.0,0,60.0,17.0,125.0,0.344,55.0,5.0,13.0,41.0,8.0,1.0,0.0,0.0,66.0,0.0,Ark.-Pine Bluff
09/05/2017,@ American,0-3,3.0,0,20.0,19.0,84.0,0.012,19.0,3.0,5.0,24.0,9.0,1.0,6.0,2.0,27.0,2.0,American
09/08/2017,@ Loyola Maryland,1-3,4.0,0,46.0,28.0,147.0,0.122,43.0,6.0,12.0,64.0,2.0,3.0,4.0,0.0,57.0,0.0,Loyola Maryland
09/08/2017,UMBC,0-3,3.0,0,40.0,19.0,123.0,0.171,36.0,4.0,10.0,61.0,3.0,0.0,6.0,1.0,47.0,1.0,UMBC
09/09/2017,@ Presbyterian,1-3,4.0,0,48.0,24.0,149.0,0.161,46.0,7.0,7.0,70.0,6.0,1.0,8.0,1.0,60.0,5.0,Presbyterian
09/15/2017,"Western Mich. @ Wilmington, N.C.",0-3,3.0,0,33.0,14.0,93.0,0.204,30.0,1.0,10.0,30.0,7.0,0.0,0.0,1.0,34.0,1.0,Western Mich.
09/16/2017,"Liberty @ Wilmington, N.C.",1-3,4.0,0,46.0,23.0,137.0,0.168,42.0,7.0,8.0,50.0,8.0,2.0,12.0,3.0,61.0,3.0,Liberty
09/16/2017,@ UNCW,0-3,3.0,0,27.0,23.0,113.0,0.035,27.0,2.0,9.0,41.0,4.0,1.0,6.0,0.0,33.0,0.0,UNCW
09/29/2017,@ Hampton,0-3,3.0,0,30.0,19.0,108.0,0.102,26.0,4.0,5.0,36.0,7.0,1.0,6.0,0.0,38.0,1.0,Hampton
10/01/2017,@ Norfolk St.,3-2,5.0,0,47.0,25.0,118.0,0.186,45.0,6.0,17.0,58.0,14.0,2.0,16.0,3.0,63.0,4.0,Norfolk St.
10/04/2017,Howard,1-3,4.0,0,36.0,27.0,135.0,0.067,33.0,4.0,7.0,53.0,7.0,0.0,4.0,0.0,42.0,2.0,Howard
10/13/2017,UMES,2-3,5.0,0,52.0,34.0,147.0,0.122,48.0,7.0,13.0,49.0,4.0,4.0,6.0,0.0,66.0,4.0,UMES
10/15/2017,Delaware St.,3-0,3.0,0,45.0,20.0,114.0,0.219,40.0,5.0,9.0,54.0,1.0,1.0,2.0,0.0,52.0,1.0,Delaware St.
10/20/2017,@ Coppin St.,1-3,4.0,0,50.0,21.0,133.0,0.218,49.0,3.0,16.0,48.0,7.0,0.0,6.0,3.0,56.0,1.0,Coppin St.
10/27/2017,Hampton,3-2,5.0,0,56.0,36.0,164.0,0.122,51.0,2.0,10.0,57.0,3.0,2.0,24.0,0.0,72.0,0.0,Hampton
10/29/2017,Norfolk St.,3-0,3.0,0,35.0,13.0,82.0,0.268,29.0,7.0,5.0,39.0,1.0,0.0,8.0,2.0,46.0,2.0,Norfolk St.
11/03/2017,@ UMES,0-3,3.0,0,18.0,17.0,85.0,0.012,17.0,3.0,7.0,36.0,9.0,0.0,0.0,0.0,21.0,3.0,UMES
11/05/2017,@ Delaware St.,3-1,4.0,0,54.0,20.0,138.0,0.246,52.0,4.0,12.0,65.0,6.0,1.0,10.0,0.0,64.0,3.0,Delaware St.
11/10/2017,@ Howard,3-2,5.0,0,45.0,19.0,151.0,0.172,42.0,6.0,12.0,69.0,4.0,1.0,14.0,0.0,59.0,0.0,Howard
11/12/2017,Coppin St.,3-1,4.0,0,47.0,24.0,145.0,0.159,44.0,5.0,5.0,64.0,3.0,3.0,4.0,1.0,57.0,1.0,Coppin St.
11/17/2017,"Florida A&M @ Princess Anne, Md.",1-3,4.0,0,38.0,21.0,125.0,0.136,36.0,3.0,3.0,63.0,8.0,4.0,12.0,4.0,51.0,2.0,Florida A&M
