date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent
02/07/2021,@ Austin Peay,0-3,3.0,0,40.0,17.0,116.0,0.198,38.0,3.0,6.0,48.0,4.0,3.0,4.0,3.0,5.0,48.0,1.0,Austin Peay
02/08/2021,@ Austin Peay,0-3,3.0,0,28.0,16.0,97.0,0.124,30.0,5.0,5.0,45.0,3.0,5.0,6.0,1.0,8.0,41.0,2.0,Austin Peay
02/14/2021,Eastern Ill.,3-1,4.0,0,49.0,27.0,131.0,0.168,46.0,6.0,9.0,58.0,4.0,1.0,20.0,0.0,11.0,66.0,0.0,Eastern Ill.
02/14/2021,Eastern Ill.,3-0,3.0,0,36.0,20.0,84.0,0.19,34.0,4.0,6.0,43.0,3.0,0.0,14.0,1.0,7.0,47.0,0.0,Eastern Ill.
02/21/2021,Eastern Ky.,3-0,3.0,0,33.0,9.0,75.0,0.32,31.0,14.0,10.0,33.0,3.0,3.0,12.0,0.0,9.0,56.0,0.0,Eastern Ky.
02/22/2021,Eastern Ky.,3-2,5.0,0,54.0,28.0,157.0,0.166,50.0,9.0,7.0,59.0,5.0,7.0,22.0,0.0,18.0,81.0,0.0,Eastern Ky.
02/28/2021,@ Jacksonville St.,0-3,3.0,0,26.0,19.0,94.0,0.074,23.0,4.0,8.0,30.0,5.0,2.0,6.0,0.0,5.0,35.0,2.0,Jacksonville St.
03/01/2021,@ Jacksonville St.,1-3,4.0,0,45.0,23.0,133.0,0.165,43.0,4.0,6.0,44.0,4.0,5.0,8.0,0.0,9.0,58.0,1.0,Jacksonville St.
03/07/2021,Morehead St.,2-3,5.0,0,54.0,32.0,187.0,0.118,49.0,5.0,9.0,77.0,9.0,3.0,20.0,3.0,13.0,72.0,0.0,Morehead St.
03/08/2021,Morehead St.,0-3,3.0,0,31.0,19.0,98.0,0.122,27.0,5.0,4.0,32.0,4.0,0.0,8.0,1.0,4.0,40.0,2.0,Morehead St.
03/14/2021,@ Tennessee St.,2-3,5.0,0,58.0,21.0,167.0,0.222,53.0,7.0,14.0,56.0,6.0,1.0,6.0,1.0,4.0,69.0,0.0,Tennessee St.
03/15/2021,@ Tennessee St.,3-0,3.0,0,44.0,12.0,106.0,0.302,39.0,6.0,12.0,31.0,2.0,1.0,10.0,1.0,6.0,56.0,0.0,Tennessee St.
03/21/2021,@ Murray St.,3-1,4.0,0,55.0,27.0,167.0,0.168,49.0,2.0,15.0,70.0,2.0,6.0,16.0,1.0,14.0,71.0,3.0,Murray St.
03/22/2021,@ Murray St.,3-2,5.0,0,63.0,25.0,171.0,0.222,60.0,10.0,15.0,76.0,8.0,1.0,30.0,1.0,16.0,89.0,1.0,Murray St.
03/28/2021,Belmont,3-1,4.0,0,55.0,24.0,136.0,0.228,49.0,11.0,13.0,69.0,2.0,1.0,8.0,3.0,5.0,71.0,0.0,Belmont
03/29/2021,Belmont,3-1,4.0,0,55.0,21.0,142.0,0.239,50.0,8.0,9.0,45.0,6.0,1.0,22.0,1.0,12.0,75.0,1.0,Belmont
