date,opponent/venue,result,sets,mp,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent
08/29/2014,Tulane,3-0,3.0,0,0,40.0,7.0,94.0,0.351,35.0,3.0,6.0,47.0,3.0,2.0,14.0,2.0,52.0,0.0,Tulane
08/29/2014,Iowa,3-0,3.0,0,0,45.0,10.0,107.0,0.327,42.0,6.0,4.0,43.0,2.0,1.0,10.0,4.0,57.0,0.0,Iowa
08/30/2014,UTSA,2-3,5.0,0,0,56.0,27.0,203.0,0.143,51.0,3.0,7.0,90.0,6.0,2.0,34.0,8.0,78.0,0.0,UTSA
09/05/2014,@ Ohio,3-0,3.0,0,0,46.0,14.0,110.0,0.291,43.0,3.0,5.0,37.0,2.0,3.0,6.0,1.0,55.0,0.0,Ohio
09/06/2014,"VCU @ Athens, Ohio",3-2,5.0,0,0,58.0,29.0,175.0,0.166,56.0,8.0,1.0,75.0,9.0,3.0,12.0,0.0,75.0,1.0,VCU
09/06/2014,"Virginia Tech @ Athens, Ohio",3-0,3.0,0,0,32.0,14.0,95.0,0.189,30.0,4.0,5.0,41.0,3.0,1.0,12.0,1.0,43.0,1.0,Virginia Tech
09/11/2014,@ Southern California,3-2,5.0,0,0,68.0,15.0,166.0,0.319,62.0,2.0,9.0,69.0,9.0,4.0,18.0,1.0,83.0,0.0,Southern California
09/12/2014,"San Diego @ Los Angeles, Calif.",3-1,4.0,0,0,56.0,14.0,138.0,0.304,53.0,3.0,8.0,50.0,5.0,1.0,24.0,5.0,72.0,1.0,San Diego
09/19/2014,Florida St.,1-3,4.0,0,0,52.0,25.0,155.0,0.174,48.0,2.0,7.0,54.0,5.0,1.0,20.0,0.0,65.0,3.0,Florida St.
09/20/2014,Florida St.,0-3,3.0,0,0,28.0,16.0,93.0,0.129,27.0,1.0,1.0,32.0,7.0,1.0,8.0,3.0,34.0,1.0,Florida St.
09/22/2014,A&M-Corpus Christi,3-1,4.0,0,0,62.0,13.0,166.0,0.295,60.0,4.0,8.0,82.0,6.0,1.0,10.0,3.0,72.0,3.0,A&M-Corpus Christi
09/28/2014,Auburn,3-0,3.0,0,0,48.0,11.0,84.0,0.44,39.0,1.0,5.0,31.0,2.0,3.0,12.0,0.0,58.0,0.0,Auburn
10/03/2014,@ Tennessee,3-0,3.0,0,0,38.0,11.0,81.0,0.333,35.0,7.0,8.0,32.0,0.0,0.0,10.0,1.0,50.0,0.0,Tennessee
10/05/2014,@ Kentucky,0-3,3.0,0,0,54.0,16.0,129.0,0.295,53.0,1.0,3.0,58.0,9.0,1.0,6.0,1.0,59.0,0.0,Kentucky
10/10/2014,Alabama,3-2,5.0,0,0,60.0,17.0,124.0,0.347,53.0,10.0,7.0,37.0,7.0,0.0,24.0,0.0,82.0,0.0,Alabama
10/12/2014,@ Florida,0-3,3.0,0,0,29.0,19.0,84.0,0.119,22.0,0.0,8.0,30.0,5.0,3.0,6.0,1.0,35.0,0.0,Florida
10/15/2014,Arkansas,1-3,4.0,0,0,48.0,20.0,157.0,0.178,47.0,2.0,8.0,68.0,4.0,0.0,12.0,2.0,56.0,2.0,Arkansas
10/19/2014,@ South Carolina,3-2,5.0,0,0,61.0,24.0,146.0,0.253,56.0,6.0,17.0,52.0,5.0,4.0,10.0,4.0,76.0,1.0,South Carolina
10/24/2014,Georgia,3-2,5.0,0,0,64.0,30.0,182.0,0.187,62.0,6.0,9.0,92.0,6.0,0.0,12.0,1.0,76.0,1.0,Georgia
10/26/2014,Kentucky,3-1,4.0,0,0,62.0,16.0,156.0,0.295,59.0,3.0,7.0,82.0,7.0,2.0,20.0,2.0,77.0,1.0,Kentucky
10/31/2014,@ Alabama,2-3,5.0,0,0,64.0,18.0,173.0,0.266,61.0,3.0,5.0,82.0,2.0,1.0,30.0,1.0,83.0,3.0,Alabama
11/02/2014,@ Missouri,3-1,4.0,0,0,53.0,13.0,115.0,0.348,50.0,5.0,3.0,53.0,4.0,2.0,14.0,4.0,67.0,1.0,Missouri
11/06/2014,LSU,2-3,5.0,0,0,58.0,25.0,172.0,0.192,55.0,4.0,5.0,66.0,9.0,1.0,10.0,4.0,68.0,1.0,LSU
11/09/2014,Ole Miss,3-1,4.0,0,0,59.0,12.0,145.0,0.324,56.0,2.0,2.0,66.0,2.0,2.0,10.0,0.0,68.0,3.0,Ole Miss
11/16/2014,Tennessee,3-0,3.0,0,0,46.0,11.0,112.0,0.312,42.0,4.0,4.0,58.0,4.0,2.0,12.0,4.0,58.0,0.0,Tennessee
11/19/2014,@ Arkansas,3-1,4.0,0,0,55.0,14.0,124.0,0.331,50.0,4.0,6.0,47.0,6.0,1.0,20.0,2.0,70.0,3.0,Arkansas
11/23/2014,Missouri,3-0,3.0,0,0,48.0,10.0,109.0,0.349,43.0,1.0,2.0,58.0,1.0,1.0,12.0,0.0,56.0,0.0,Missouri
11/26/2014,@ Mississippi St.,3-0,3.0,0,0,48.0,8.0,118.0,0.339,39.0,2.0,0.0,65.0,2.0,1.0,16.0,3.0,59.0,0.0,Mississippi St.
11/28/2014,@ Ole Miss,3-2,5.0,0,0,71.0,20.0,157.0,0.325,66.0,2.0,2.0,58.0,7.0,0.0,18.0,0.0,82.0,1.0,Ole Miss
12/04/2014,"Arizona St. @ Austin, Texas",1-3,4.0,0,0,46.0,22.0,133.0,0.18,45.0,4.0,5.0,58.0,8.0,1.0,26.0,4.0,64.0,1.0,Arizona St.
