date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"Xavier @ Buffalo, NY",2-3,5.0,69.0,23.0,201.0,0.229,64.0,3.0,6.0,97.0,110.0,6.0,4.0,22.0,0.0,15.0,87.0,2.0
08/27/2022,"UAB @ Buffalo, NY",2-3,5.0,44.0,16.0,172.0,0.163,41.0,5.0,6.0,74.0,99.0,12.0,4.0,14.0,0.0,11.0,60.0,1.0
08/27/2022,@ Buffalo,1-3,4.0,47.0,13.0,139.0,0.245,45.0,5.0,8.0,58.0,76.0,2.0,1.0,12.0,0.0,7.0,59.0,1.0
09/02/2022,@ Lehigh,3-2,5.0,49.0,24.0,141.0,0.177,39.0,7.0,13.0,65.0,79.0,3.0,0.0,10.0,0.0,5.0,61.0,0.0
09/02/2022,"Rider @ Bethlehem, PA",1-3,4.0,35.0,20.0,115.0,0.13,30.0,5.0,3.0,56.0,84.0,11.0,1.0,18.0,1.0,10.0,50.0,0.0
09/03/2022,"Buffalo @ Bethlehem, PA",0-3,3.0,20.0,19.0,82.0,0.012,17.0,1.0,5.0,28.0,65.0,8.0,0.0,10.0,4.0,5.0,26.0,1.0
09/08/2022,@ Akron,2-3,5.0,61.0,27.0,160.0,0.212,47.0,9.0,7.0,70.0,86.0,4.0,0.0,12.0,0.0,6.0,76.0,2.0
09/09/2022,Morgan St.,3-1,4.0,47.0,19.0,126.0,0.222,41.0,14.0,9.0,49.0,57.0,2.0,2.0,22.0,2.0,13.0,74.0,0.0
09/10/2022,Valparaiso,1-3,4.0,41.0,26.0,174.0,0.086,37.0,4.0,5.0,75.0,90.0,4.0,2.0,18.0,4.0,11.0,56.0,2.0
09/15/2022,@ Kent St.,0-3,3.0,32.0,22.0,108.0,0.093,31.0,6.0,2.0,37.0,71.0,4.0,2.0,18.0,1.0,11.0,49.0,3.0
09/16/2022,Akron,3-2,5.0,44.0,23.0,158.0,0.133,39.0,7.0,8.0,73.0,83.0,4.0,5.0,26.0,1.0,18.0,69.0,0.0
09/20/2022,@ Youngstown St.,3-2,5.0,55.0,28.0,199.0,0.136,50.0,7.0,4.0,99.0,96.0,1.0,3.0,16.0,5.0,11.0,73.0,2.0
09/23/2022,Wright St.,0-3,3.0,34.0,14.0,109.0,0.183,33.0,0.0,4.0,50.0,65.0,6.0,3.0,10.0,3.0,8.0,42.0,0.0
09/24/2022,Northern Ky.,0-3,3.0,29.0,12.0,102.0,0.167,29.0,4.0,7.0,37.0,64.0,10.0,2.0,8.0,4.0,6.0,39.0,0.0
09/27/2022,@ Robert Morris,3-1,4.0,51.0,16.0,146.0,0.24,48.0,8.0,9.0,64.0,77.0,9.0,4.0,22.0,5.0,15.0,74.0,1.0
10/01/2022,Oakland,3-0,3.0,39.0,12.0,117.0,0.231,36.0,12.0,8.0,63.0,49.0,2.0,1.0,10.0,0.0,6.0,57.0,0.0
10/07/2022,@ Milwaukee,0-3,3.0,34.0,15.0,119.0,0.16,32.0,2.0,6.0,48.0,69.0,3.0,2.0,14.0,1.0,9.0,45.0,1.0
10/08/2022,@ Green Bay,2-3,5.0,57.0,26.0,182.0,0.17,56.0,2.0,10.0,94.0,103.0,7.0,5.0,8.0,1.0,9.0,68.0,4.0
